"PreMajor","IMajor","FMajor","Masters","PhD","Prof","NM","total","MeanAge","Males","White","FT","Transfer","Resident","Foreign","MeanCredits","MeanTransCredit","MeanUCredit","MeanUGPA","MeanHSGPA","MeanTransGPA","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","Fresh","Soph","Jr","Sen","Grad","C1","C2","C3","C4","C5","HS1","HS2","HS3","HS4","HS5","T1","T2","T3","T4","T5","cnum","secnum","term","Dept"
"47","8","40","0","0","0","1","96","22.1","57%","74%","89%","26%","84%","9%","13.8","36.2","31.2","2.98","3.54","3.19","Undeclared","Business","Intmd Business","Exercise & Sport Sci","Sociology","Art","Architectural Studies","Intmd Psychology","Medical Lab Science","Psychology","38%","26%","26%","10%","0%","IS 2010 - Computer Essentials","PHIL 1000 - Intro: Survey of Philosophy","MUSC 1236 - Survey Of Jazz","BUS 1050 - Foundations of Business","MUSC 2100 - Hist of Rock'n Roll","FOREIGN HIGH SCHOOL","ALTA HIGH SCHOOL","DAVIS HIGH SCHOOL","EAST HIGH SCHOOL","OLYMPUS HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY STATE COLLEGE","LDS BUSINESS COLLEGE","SOUTHERN UTAH UNIVERSITY","UNIVERSITY OF SOUTH CAROLINA - COLUMBIA",1010,2,1084,"ANTH"
"10","3","14","0","0","0","0","27","21.2","48%","48%","85%","22%","74%","4%","12.6","32.0","41.0","3.00","3.43","3.26","Business","Undeclared","Sociology","Intmd Psychology","Music","Intmd Business","Health Promotion & Educatn","Modern Dance","SS Behav Science & Health","Art","33%","22%","30%","15%","0%","MUSC 1010 - Introduction to Music","ECON 2020 - Princ Of Macroeconomics","MATH 1100 - Quant Analysis","SOC 3561 - Criminology","ECON 2010 - Princ Of Microeconomics","JUAN DIEGO CATHOLIC","JUDGE MEMORIAL HIGH","SKYLINE HIGH SCHOOL","VIEWMONT HIGH SCHOOL","BOISE HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","BRIGHAM YOUNG UNIVERSITY","SEOUL WOMEN'S UNIVERSITY","SNOW COLLEGE","UTAH VALLEY STATE COLLEGE",1020,1,1084,"ANTH"
"30","1","33","0","0","0","1","65","21.8","68%","80%","78%","20%","75%","2%","12.3","30.1","34.5","2.97","3.33","3.15","Undeclared","Business","Psychology","Education","Sociology","Architectural Studies","Medicine","Art","Geography","Intmd Business","43%","28%","11%","18%","0%","WRTG 2010 - Intermediate Writing","MATH 1100 - Quant Analysis","IS 2010 - Computer Essentials","HIST 1700 - American Civilization","PHIL 1000 - Intro: Survey of Philosophy","ALTA HIGH SCHOOL","JUDGE MEMORIAL HIGH","HIGHLAND HIGH SCHOOL","SKYLINE HIGH SCHOOL","BOUNTIFUL HIGH SCHOO","SALT LAKE COMMUNITY COLLEGE","UTAH STATE UNIVERSITY","WEBER STATE UNIVERSITY","DIXIE STATE COLLEGE","OREGON STATE UNIVERSITY",1020,2,1084,"ANTH"
"11","0","39","0","0","0","0","50","25.8","48%","84%","78%","46%","88%","0%","12.7","41.9","53.2","3.03","3.40","3.15","Sociology","Undeclared","Occupational Therapy St","English","Economics","Environmental Studies","Psychology","Parks Recreation & Tourism","Philosophy","Exercise & Sport Sci","0%","16%","48%","36%","0%","SOC 3562 - Juvenile Delinquency","SOC 3380 - Race/Ethncty/Cls/Gender","SOC 3561 - Criminology","SOC 3140 - Social Theory","SOC 1015 - Intro to Data Analysis","EAST HIGH SCHOOL","BRIGHTON HIGH SCHOOL","MURRAY HIGH SCHOOL","SKYLINE HIGH SCHOOL","VIEWMONT HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","WEBER STATE UNIVERSITY","BRIGHAM YOUNG UNIVERSITY","DIXIE STATE COLLEGE","FLORIDA COMMUNITY COLLEGE OF JACKSONVILLE",3111,1,1084,"ANTH"
"67","7","62","0","0","0","0","136","21.0","65%","76%","88%","18%","88%","3%","13.7","31.6","37.8","3.03","3.49","3.20","Undeclared","Business","Dentistry","Education","Sociology","Psychology","Biology","Pharmacy","Medicine","Law","43%","26%","22%","9%","0%","WRTG 2010 - Intermediate Writing","IS 2010 - Computer Essentials","BUS 1050 - Foundations of Business","MATH 1010 - Intrm Algebra","MATH 1090 - Coll Alg Bus/Soc Sci","OLYMPUS HIGH SCHOOL","BRIGHTON HIGH SCHOOL","SKYLINE HIGH SCHOOL","BOUNTIFUL HIGH SCHOO","WOODS CROSS HIGH SCH","SALT LAKE COMMUNITY COLLEGE","BRIGHAM YOUNG UNIVERSITY","DIXIE STATE COLLEGE","WEBER STATE UNIVERSITY","FOOTHILL COLLEGE",1010,1,1088,"ANTH"
"49","3","41","0","0","0","1","94","20.0","46%","80%","89%","16%","89%","3%","13.6","29.5","29.5","2.73","3.45","3.17","Undeclared","Business","Social Work","Film Studies","Education","Psychology","Medicine","Law","Dentistry","Nursing","63%","26%","10%","2%","0%","WRTG 2010 - Intermediate Writing","PSY 1010 - General Psychology","PHIL 1000 - Intro: Survey of Philosophy","MUSC 1010 - Introduction to Music","BUS 1050 - Foundations of Business","SKYLINE HIGH SCHOOL","ALTA HIGH SCHOOL","JORDAN HIGH SCHOOL","HIGHLAND HIGH SCHOOL","JUAN DIEGO CATHOLIC","SALT LAKE COMMUNITY COLLEGE","SOUTHERN UTAH UNIVERSITY","BRIGHAM YOUNG UNIVERSITY","LDS BUSINESS COLLEGE","WEBER STATE UNIVERSITY",1010,2,1088,"ANTH"
"29","2","25","0","0","0","1","57","21.5","70%","74%","88%","21%","89%","4%","13.4","34.3","68.2","2.79","3.51","3.41","Business","Undeclared","Art","Political Science","Psychology","Medicine","Sociology","Education","Communication Skills","SS Composite Tchg","37%","19%","25%","19%","0%","BUS 1050 - Foundations of Business","IS 2010 - Computer Essentials","HIST 1700 - American Civilization","HONOR 2102 - Honors Core in Int Trad","ECON 2020 - Princ Of Macroeconomics","DAVIS HIGH SCHOOL","EAST HIGH SCHOOL","JORDAN HIGH SCHOOL","PARK CITY HIGH SCHOO","AMES - ACAD MATH ENG","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY UNIVERSITY","BRIGHAM YOUNG UNIVERSITY","LDS BUSINESS COLLEGE","MESA COMMUNITY COLLEGE",1020,1,1088,"ANTH"
"2","2","12","0","0","0","0","16","24.5","44%","75%","100%","69%","94%","0%","14.1","55.3","59.4","2.97","3.53","3.17","Sociology","SS Behav Science & Health","English","Intmd Business","Environmental Studies","Intmd Psychology",NA,NA,NA,NA,"0%","13%","31%","56%","0%","SOC 3140 - Social Theory","PHYS 2010 - General Physics I","PSY 3400 - Abnormal Behavior","SOC 3112 - Social Statistics","SOC 3380 - Race/Ethncty/Cls/Gender","BRIGHTON HIGH SCHOOL","COPPER HILLS HIGH SC","ELKO HIGH SCHOOL","GRANGER HIGH SCHOOL","OLYMPUS HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","LDS BUSINESS COLLEGE","LOS ANGELES SOUTHWEST COLLEGE","UTAH VALLEY UNIVERSITY","WEBER STATE UNIVERSITY",3111,1,1088,"ANTH"
"3","0","24","0","0","0","0","27","25.4","59%","81%","85%","59%","100%","0%","14.1","43.4","62.6","3.03","3.53","3.40","Sociology","SS Behav Science & Health","Exercise & Sport Sci","Political Science","Biology","Undeclared","English","Business",NA,NA,"0%","4%","30%","67%","0%","SOC 3140 - Social Theory","SOC 3638 - Soc of Marriage & Fam","SOC 3111 - Research Methods","SOC 3380 - Race/Ethncty/Cls/Gender","SOC 3769 - Race, Ethncty, & Health","BRIGHTON HIGH SCHOOL","EAST HIGH SCHOOL","MURRAY HIGH SCHOOL","OGDEN SENIOR HIGH SC","TAYLORSVILLE HIGH SC","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY UNIVERSITY","BRIGHAM YOUNG UNIVERSITY - IDAHO","DIXIE STATE COLLEGE","LDS BUSINESS COLLEGE",3112,1,1088,"ANTH"
"80","6","50","0","0","0","2","138","21.6","64%","77%","86%","17%","93%","4%","13.6","31.3","32.3","2.85","3.45","3.32","Undeclared","Business","Medicine","Sociology","Biology","Education","Social Work","Psychology","Architectural Studies","Intmd Psychology","36%","31%","23%","9%","0%","IS 2010 - Computer Essentials","MATH 1090 - Coll Alg Bus/Soc Sci","WRTG 2010 - Intermediate Writing","BUS 1050 - Foundations of Business","PHIL 1000 - Intro: Survey of Philosophy","BRIGHTON HIGH SCHOOL","BINGHAM HIGH SCHOOL","SKYLINE HIGH SCHOOL","DAVIS HIGH SCHOOL","EAST HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","COLLEGE OF EASTERN UTAH","WESTMINSTER COLLEGE OF SALT LAKE CITY","BRIGHAM YOUNG UNIVERSITY","CASTLETON STATE COLLEGE",1010,1,1094,"ANTH"
"131","13","97","0","0","0","2","243","21.1","60%","70%","85%","16%","78%","3%","13.4","30.7","29.1","2.82","3.36","3.10","Undeclared","Business","Intmd Business","Sociology","Medicine","Nursing","Social Work","Political Science","Law","Biology","48%","33%","12%","7%","0%","IS 2010 - Computer Essentials","WRTG 2010 - Intermediate Writing","MATH 1010 - Intrm Algebra","PSY 1010 - General Psychology","MATH 1090 - Coll Alg Bus/Soc Sci","BRIGHTON HIGH SCHOOL","SKYLINE HIGH SCHOOL","ALTA HIGH SCHOOL","PARK CITY HIGH SCHOO","COTTONWOOD HIGH SCHO","SALT LAKE COMMUNITY COLLEGE","UTAH STATE UNIVERSITY","UTAH VALLEY UNIVERSITY","BRIGHAM YOUNG UNIVERSITY","LDS BUSINESS COLLEGE",1010,2,1094,"ANTH"
"26","6","32","0","0","0","2","66","21.8","50%","83%","83%","23%","85%","6%","12.6","33.7","39.1","3.09","3.51","3.23","Undeclared","Business","Psychology","Intmd Business","Sociology","Human Develop & Family Std","Mass Communication","Anthropology","Biology","Computer Engineering","32%","29%","20%","20%","0%","BUS 1050 - Foundations of Business","IS 2010 - Computer Essentials","ECON 2010 - Princ Of Microeconomics","MATH 1100 - Quant Analysis","PHIL 1000 - Intro: Survey of Philosophy","COTTONWOOD HIGH SCHO","TAYLORSVILLE HIGH SC","BRIGHTON HIGH SCHOOL","DAVIS HIGH SCHOOL","OLYMPUS HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","SALEM INTERNATIONAL UNIVERSITY","UTAH VALLEY UNIVERSITY","BRIGHAM YOUNG UNIVERSITY","CALIFORNIA STATE UNIVERSITY FULLERTON",1020,1,1094,"ANTH"
"9","1","45","0","0","0","1","56","24.9","43%","63%","80%","54%","89%","2%","13.3","55.9","52.4","2.98","3.32","3.09","Sociology","SS Behav Science & Health","Urban Planning","Undeclared","Environmental Studies","Biology","Art","Non Matriculated","Medical Lab Science","Psychology","2%","16%","39%","43%","0%","SOC 3112 - Social Statistics","SOC 3565 - Women and Crime","SOC 3140 - Social Theory","SOC 3561 - Criminology","SOC 3446 - Political Sociology","MURRAY HIGH SCHOOL","WEST HIGH SCHOOL","ALEXANDER SCHOOL THE","BEN LOMOND HIGH SCHO","BOISE HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","WEBER STATE UNIVERSITY","BERGEN COMMUNITY COLLEGE","CERRITOS COLLEGE","CUNY HUNTER COLLEGE",3111,1,1094,"ANTH"
"117","19","91","0","0","0","4","231","20.7","57%","69%","85%","19%","81%","7%","13.2","30.7","34.0","2.84","3.45","3.21","Undeclared","Business","Intmd Business","Medicine","Education","Social Work","Psychology","Intmd Psychology","Biology","Law","56%","25%","13%","6%","0%","WRTG 2010 - Intermediate Writing","IS 2010 - Computer Essentials","MUSC 1010 - Introduction to Music","NUTR 1020 - Sci Fndtn Nutr & Health","BUS 1050 - Foundations of Business","BRIGHTON HIGH SCHOOL","HIGHLAND HIGH SCHOOL","SKYLINE HIGH SCHOOL","EAST HIGH SCHOOL","FOREIGN HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY UNIVERSITY","ARIZONA STATE UNIVERSITY","BAYLOR UNIVERSITY","UTAH STATE UNIVERSITY",1010,1,1098,"ANTH"
"71","13","65","0","0","0","2","151","20.7","52%","70%","91%","19%","83%","7%","13.8","32.0","29.9","2.81","3.49","3.27","Undeclared","Business","Intmd Business","Education","Sociology","Psychology","Medicine","Intmd Psychology","Exercise & Sport Sci","Biology","53%","31%","6%","10%","0%","IS 2010 - Computer Essentials","WRTG 2010 - Intermediate Writing","BUS 1050 - Foundations of Business","MATH 1010 - Intrm Algebra","MATH 1090 - Coll Alg Bus/Soc Sci","EAST HIGH SCHOOL","SKYLINE HIGH SCHOOL","FOREIGN HIGH SCHOOL","ALTA HIGH SCHOOL","BRIGHTON HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","SOUTHERN UTAH UNIVERSITY","BRIGHAM YOUNG UNIVERSITY - IDAHO","LDS BUSINESS COLLEGE","BRIGHAM YOUNG UNIVERSITY",1010,2,1098,"ANTH"
"60","10","48","0","0","0","3","121","24.8","45%","82%","73%","36%","92%","0%","12.7","40.0","52.3","2.83","3.44","3.07","Undeclared","Business","Psychology","Sociology","Intmd Business","Social Work","Nursing","Medicine","Economics","Political Science","18%","30%","26%","26%","0%","IS 2010 - Computer Essentials","ECON 2010 - Princ Of Microeconomics","POLS 1100 - US National Govt","ECON 2020 - Princ Of Macroeconomics","PHIL 1000 - Intro: Survey of Philosophy","BINGHAM HIGH SCHOOL","JORDAN HIGH SCHOOL","JUAN DIEGO CATHOLIC","OLYMPUS HIGH SCHOOL","WEST JORDAN HIGH SCH","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY UNIVERSITY","WEBER STATE UNIVERSITY","BRIGHAM YOUNG UNIVERSITY","SOUTHERN UTAH UNIVERSITY",1010,90,1098,"ANTH"
"31","3","20","0","0","0","5","59","22.3","59%","64%","80%","22%","80%","7%","12.4","37.3","34.5","2.70","3.34","3.24","Business","Undeclared","Sociology","International Student Exchange","Medicine","Civil Engg","Biology","Education","Intmd Psychology","Pharmacy","51%","31%","14%","5%","0%","IS 2010 - Computer Essentials","MATH 1010 - Intrm Algebra","BUS 1050 - Foundations of Business","WRTG 2010 - Intermediate Writing","POLS 1100 - US National Govt","OLYMPUS HIGH SCHOOL","BRIGHTON HIGH SCHOOL","EAST HIGH SCHOOL","GRANITE HIGH SCHOOL","HIGHLAND HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY UNIVERSITY","BRIGHAM YOUNG UNIVERSITY","CHAMPLAIN COLLEGE","LDS BUSINESS COLLEGE",1020,1,1098,"ANTH"
"8","1","46","0","0","0","0","55","25.4","53%","73%","96%","40%","89%","2%","14.0","50.0","54.8","3.09","3.57","3.24","Sociology","SS Behav Science & Health","Environmental Studies","Undeclared","Mass Communication","Psychology","Political Science","Social Work","Business","Architectural Studies","4%","16%","38%","42%","0%","SOC 3140 - Social Theory","SOC 3112 - Social Statistics","SOC 1015 - Doing Sociology","SOC 3560 - Deviant Beh/Soc Control","SOC 3638 - Soc of Marriage & Fam","ALTA HIGH SCHOOL","LAYTON HIGH SCHOOL","SKYLINE HIGH SCHOOL","WEST JORDAN HIGH SCH","BENJAMIN CARDOZO HIG","SALT LAKE COMMUNITY COLLEGE","DIXIE STATE COLLEGE","LDS BUSINESS COLLEGE","NEW MEXICO JUNIOR COLLEGE","NORTHERN ARIZONA UNIVERSITY",3111,1,1098,"ANTH"
"2","1","9","0","0","0","1","13","24.4","46%","69%","85%","15%","85%","8%","13.5","30.8","62.3","2.92","3.47","3.26","Sociology","Non Matriculated","Intmd Business","Political Science","Anthropology","Mass Communication","Medicine","Undeclared","Speech & Hearing Science",NA,"8%","31%","31%","31%","0%","SOC 3111 - Research Methods","SOC 3140 - Social Theory","ECON 3960 - Special Topics","ART 2060 - NM Digital Photography","ESSF 1010 - Aerobics","ALTA HIGH SCHOOL","AMERICAN FORK HIGH S","HUNTER HIGH SCHOOL","JORDAN HIGH SCHOOL","JUAN DIEGO CATHOLIC","LDS BUSINESS COLLEGE","SALT LAKE COMMUNITY COLLEGE",NA,NA,NA,3112,1,1098,"ANTH"
"72","8","53","0","0","0","1","134","21.6","60%","69%","83%","21%","82%","10%","13.4","32.2","29.1","2.79","3.35","3.25","Undeclared","Business","Intmd Business","Architectural Studies","Social Work","Medicine","Education","Political Science","Psychology","Nursing","46%","28%","22%","5%","0%","IS 2010 - Computer Essentials","MATH 1010 - Intrm Algebra","WRTG 2010 - Intermediate Writing","PSY 1010 - General Psychology","ECON 2010 - Princ Of Microeconomics","FOREIGN HIGH SCHOOL","EAST HIGH SCHOOL","SKYLINE HIGH SCHOOL","BRIGHTON HIGH SCHOOL","WEST JORDAN HIGH SCH","SALT LAKE COMMUNITY COLLEGE","WEBER STATE UNIVERSITY","WESTERN WYOMING COMMUNITY COLLEGE","SOUTHERN UTAH UNIVERSITY","UTAH VALLEY UNIVERSITY",1010,1,1104,"ANTH"
"76","9","72","0","0","0","4","161","21.9","55%","76%","87%","18%","84%","4%","13.7","32.8","32.7","2.83","3.48","3.25","Undeclared","Business","Education","Intmd Business","Sociology","Nursing","Film Studies","Social Work","Mass Communication","Law","38%","32%","19%","11%","0%","IS 2010 - Computer Essentials","WRTG 2010 - Intermediate Writing","BIOL 1210 - Principles of Biology","NUTR 1020 - Sci Fndtn Nutr & Health","HIST 1700 - American Civilization","ALTA HIGH SCHOOL","PARK CITY HIGH SCHOO","BRIGHTON HIGH SCHOOL","DAVIS HIGH SCHOOL","HIGHLAND HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","BRIGHAM YOUNG UNIVERSITY","UTAH STATE UNIVERSITY","LDS BUSINESS COLLEGE","WEBER STATE UNIVERSITY",1010,2,1104,"ANTH"
"55","14","61","0","0","0","2","132","23.1","50%","74%","74%","35%","91%","3%","12.8","40.1","45.1","2.83","3.42","3.13","Undeclared","Business","Intmd Business","Psychology","Nursing","Sociology","Pharmacy","Political Science","Architectural Studies","Mass Communication","27%","25%","19%","29%","0%","WRTG 2010 - Intermediate Writing","IS 2010 - Computer Essentials","ECON 2010 - Princ Of Microeconomics","MATH 1010 - Intrm Algebra","ECON 2020 - Princ Of Macroeconomics","HIGHLAND HIGH SCHOOL","ALTA HIGH SCHOOL","OLYMPUS HIGH SCHOOL","PARK CITY HIGH SCHOO","SKYLINE HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","LDS BUSINESS COLLEGE","DIXIE STATE COLLEGE","SOUTHERN UTAH UNIVERSITY","UTAH VALLEY UNIVERSITY",1010,90,1104,"ANTH"
"14","2","25","0","0","0","1","42","25.6","48%","83%","71%","45%","93%","5%","12.2","44.9","62.5","3.07","3.46","3.18","Sociology","Psychology","Business","Education","Political Science","Intmd Business","Social Work","Mass Communication","Economics","Anthropology","5%","14%","26%","55%","0%","FCS 5230 - Adolescent Development","MATH 1050 - Coll Alg","SOC 1015 - Doing Sociology","WRTG 2010 - Intermediate Writing","SOC 3140 - Social Theory","DAVIS HIGH SCHOOL","OLYMPUS HIGH SCHOOL","B T WASHINGTON HS PR","BINGHAM HIGH SCHOOL","BONNEVILLE HIGH SCHO","SALT LAKE COMMUNITY COLLEGE","BRIGHAM YOUNG UNIVERSITY","UTAH STATE UNIVERSITY","COPENHAGEN BUSINESS SCHOOL","DIXIE STATE COLLEGE",1020,90,1104,"ANTH"
"7","0","38","0","0","0","1","46","25.4","52%","72%","78%","50%","89%","0%","12.7","50.3","55.9","2.81","3.56","3.13","Sociology","Undeclared","Urban Planning","SS Behav Science & Health","Medicine","Political Science","Economics","Mathematics","Mass Communication","Physics","0%","17%","30%","52%","0%","SOC 3565 - Women and Crime","SOC 3112 - Social Statistics","SOC 3041 - Soc of Rock and Roll","SOC 1015 - Doing Sociology","SOC 3042 - Sociology of Film","SKYLINE HIGH SCHOOL","HILLCREST HIGH SCHOO","WEST HIGH SCHOOL","BEN LOMOND HIGH SCHO","BINGHAM HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","IDAHO STATE UNIVERSITY","SOUTHERN UTAH UNIVERSITY","BELLEVUE COMMUNITY COLLEGE","BRIGHAM YOUNG UNIVERSITY",3111,1,1104,"ANTH"
"166","10","125","0","0","0","2","303","21.3","59%","68%","86%","23%","78%","10%","13.3","32.3","33.8","2.96","3.42","3.30","Undeclared","Business","Medicine","Intmd Business","Education","Psychology","Social Work","Law","Nursing","Biology","55%","24%","17%","4%","0%","WRTG 2010 - Intermediate Writing","IS 2010 - Computer Essentials","BUS 1050 - Foundations of Business","ECON 2020 - Princ Of Macroeconomics","MUSC 1010 - Introduction to Music","SKYLINE HIGH SCHOOL","FOREIGN HIGH SCHOOL","BRIGHTON HIGH SCHOOL","COTTONWOOD HIGH SCHO","WOODS CROSS HIGH SCH","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY UNIVERSITY","SNOW COLLEGE","NORTHEASTERN UNIVERSITY","UTAH STATE UNIVERSITY",1010,1,1108,"ANTH"
"61","14","57","0","0","0","0","132","24.0","55%","77%","67%","36%","92%","5%","12.4","42.4","53.7","2.85","3.47","3.11","Business","Undeclared","Intmd Business","Psychology","Sociology","Nursing","Computer Science","Architectural Studies","English","Mass Communication","15%","30%","27%","27%","0%","BUS 1050 - Foundations of Business","IS 2010 - Computer Essentials","ECON 2010 - Princ Of Microeconomics","POLS 1100 - US National Govt","ECON 2020 - Princ Of Macroeconomics","FOREIGN HIGH SCHOOL","SKYLINE HIGH SCHOOL","DAVIS HIGH SCHOOL","ALTA HIGH SCHOOL","JORDAN HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY UNIVERSITY","WEBER STATE UNIVERSITY","ALLAN HANCOCK COLLEGE","LDS BUSINESS COLLEGE",1010,90,1108,"ANTH"
"21","2","8","0","0","0","2","33","22.0","58%","67%","91%","21%","94%","0%","13.0","40.3","32.2","2.58","3.36","3.13","Business","Undeclared","Biology","Intmd Business","Education","Computer Science","Medicine","Pharmacy","Non Matriculated","Chemistry","48%","33%","18%","0%","0%","PSY 1010 - General Psychology","WRTG 2010 - Intermediate Writing","MATH 1100 - Quant Analysis","MATH 1210 - Calculus I","BUS 1050 - Foundations of Business","PARK CITY HIGH SCHOO","COPPER HILLS HIGH SC","OLYMPUS HIGH SCHOOL","WEST HIGH SCHOOL","ALTA HIGH SCHOOL","LDS BUSINESS COLLEGE","BRIGHAM YOUNG UNIVERSITY","BRIGHAM YOUNG UNIVERSITY - IDAHO","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY UNIVERSITY",1020,1,1108,"ANTH"
"11","0","31","0","0","0","0","42","23.9","48%","74%","86%","57%","95%","0%","13.3","47.4","69.4","3.11","3.27","3.17","Sociology","Environmental Studies","SS Behav Science & Health","Pharmacy","Economics","Nursing","Art History","Social Work","Psychology","Law","7%","12%","38%","43%","0%","SOC 3140 - Social Theory","SOC 3563 - Good Cop, Bad Cop","SOC 1015 - Doing Sociology","SOC 3436 - Global Social Structure","SOC 3380 - Race/Ethncty/Cls/Gender","WEST HIGH SCHOOL","EAST HIGH SCHOOL","ALTA HIGH SCHOOL","DAVIS HIGH SCHOOL","GRANGER HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","DIXIE STATE COLLEGE","UTAH STATE UNIVERSITY","LDS BUSINESS COLLEGE","SAINT LOUIS UNIVERSITY MAIN CAMPUS",3111,1,1108,"ANTH"
"6","0","11","0","0","0","0","17","23.6","59%","71%","71%","59%","82%","0%","13.6","52.4","52.5","2.79","3.52","2.96","Sociology","Political Science","Mechanical Engg","Medicine","English","Nursing","Mass Communication","Undeclared","SS Behav Science & Health","Philosophy","6%","6%","41%","47%","0%","SOC 3111 - Research Methods","SOC 3140 - Social Theory","SOC 3560 - Deviant Beh/Soc Control","WRTG 2010 - Intermediate Writing","SOC 1010 - Intro To Sociology","BRIGHTON HIGH SCHOOL","COTTONWOOD HIGH SCHO","EAST HIGH SCHOOL","GLENDALE HIGH SCHOOL","JUAN DIEGO CATHOLIC","SALT LAKE COMMUNITY COLLEGE","BELLEVUE COMMUNITY COLLEGE","SNOW COLLEGE","SOUTHERN UTAH UNIVERSITY","THOMAS A EDISON STATE COLLEGE",3112,1,1108,"ANTH"
"95","3","100","0","0","0","3","201","20.6","60%","63%","89%","11%","78%","12%","13.8","25.2","28.8","2.88","3.48","3.26","Undeclared","Business","Sociology","Mass Communication","Biology","Medicine","Psychology","Nursing","Chemistry","Law","52%","28%","15%","4%","0%","IS 2010 - Computer Essentials","WRTG 2010 - Intermediate Writing","MATH 1100 - Quant Analysis","ECON 2010 - Princ Of Microeconomics","MATH 1010 - Intrm Algebra","OLYMPUS HIGH SCHOOL","EAST HIGH SCHOOL","WEST HIGH SCHOOL","BRIGHTON HIGH SCHOOL","ALTA HIGH SCHOOL","UTAH STATE UNIVERSITY","SALT LAKE COMMUNITY COLLEGE","SOUTHERN UTAH UNIVERSITY","UTAH VALLEY UNIVERSITY","ADAMS STATE COLLEGE",1010,1,1114,"ANTH"
"56","12","62","0","0","0","2","132","25.0","53%","77%","71%","37%","95%","2%","12.7","44.8","49.6","2.89","3.39","3.10","Undeclared","Business","Intmd Business","Social Work","Sociology","Exercise & Sport Sci","Psychology","Medicine","Human Develop & Family Std","International Studies","15%","32%","21%","32%","0%","IS 2010 - Computer Essentials","ECON 2010 - Princ Of Microeconomics","WRTG 2010 - Intermediate Writing","BUS 1050 - Foundations of Business","PHIL 1001 - Intro: Ethical Dilemmas","WEST HIGH SCHOOL","VIEWMONT HIGH SCHOOL","ALTA HIGH SCHOOL","HILLCREST HIGH SCHOO","JUDGE MEMORIAL HIGH","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY UNIVERSITY","LDS BUSINESS COLLEGE","UTAH STATE UNIVERSITY","BRIGHAM YOUNG UNIVERSITY - IDAHO",1010,90,1114,"ANTH"
"26","3","47","0","0","0","0","76","24.4","46%","82%","70%","29%","95%","0%","11.9","38.0","63.4","2.90","3.37","3.13","Sociology","Undeclared","Human Develop & Family Std","Psychology","Business","Economics","Mass Communication","Environmental Studies","English","Intmd Business","13%","25%","17%","45%","0%","SOC 3140 - Social Theory","PHIL 1000 - Intro: Survey of Philosophy","POLS 1100 - US National Govt","SOC 3111 - Research Methods","SOC 1015 - Doing Sociology","JORDAN HIGH SCHOOL","JUDGE MEMORIAL HIGH","CYPRUS HIGH SCHOOL","WEST HIGH SCHOOL","BINGHAM HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","BRIGHAM YOUNG UNIVERSITY - IDAHO","WEBER STATE UNIVERSITY","ALLAN HANCOCK COLLEGE","BRIGHAM YOUNG UNIVERSITY",1020,90,1114,"ANTH"
"117","4","106","0","0","0","3","230","20.6","50%","76%","83%","14%","88%","6%","13.2","27.5","38.9","2.84","3.50","3.26","Undeclared","Business","Medicine","Nursing","Psychology","Biology","Sociology","Film and Media Arts","Education","Law","52%","27%","14%","7%","0%","WRTG 2010 - Intermediate Writing","NUTR 1020 - Sci Fndtn Nutr & Health","MATH 1010 - Intrm Algebra","PSY 1010 - General Psychology","MUSC 1010 - Introduction to Music","SKYLINE HIGH SCHOOL","OLYMPUS HIGH SCHOOL","HIGHLAND HIGH SCHOOL","EAST HIGH SCHOOL","WEST HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","WEBER STATE UNIVERSITY","BRIGHAM YOUNG UNIVERSITY","LDS BUSINESS COLLEGE","UTAH STATE UNIVERSITY",1010,1,1118,"ANTH"
