"PreMajor","IMajor","FMajor","Masters","PhD","Prof","NM","total","MeanAge","Males","White","FT","Transfer","Resident","Foreign","MeanCredits","MeanTransCredit","MeanUCredit","MeanUGPA","MeanHSGPA","MeanTransGPA","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","Fresh","Soph","Jr","Sen","Grad","C1","C2","C3","C4","C5","HS1","HS2","HS3","HS4","HS5","T1","T2","T3","T4","T5","cnum","secnum","term","Dept"
"5","4","38","0","0","0","1","48","26.1","52%","75%","81%","58%","96%","2%","13.3","50.4","60.0","3.05","3.34","3.15","Sociology","Psychology","Intmd Psychology","Political Science","Mass Communication","SS Behav Science & Health","Human Develop & Family Std","Medicine","English","Undeclared","2%","17%","23%","58%","0%","SOC 3561 - Criminology","SOC 3020 - Social Psychology","SOC 3365 - Ethnic Minorities Amer","SOC 3560 - Deviant Beh/Soc Control","SOC 1015 - Intro to Data Analysis","BRIGHTON HIGH SCHOOL","SKYLINE HIGH SCHOOL","ALEXANDER SCHOOL THE","ALTA HIGH SCHOOL","BINGHAM HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","WEBER STATE UNIVERSITY","UTAH STATE UNIVERSITY","CUNY HUNTER COLLEGE","IDAHO STATE UNIVERSITY",3140,1,1094,"POLS"
"3","4","34","0","0","0","0","41","24.5","41%","56%","90%","56%","95%","2%","13.2","52.8","56.6","3.12","3.50","3.29","Sociology","Political Science","Undeclared","Intmd Psychology","Psychology","Business","Human Dev & Family Std","Civil Engg",NA,NA,"5%","15%","24%","56%","0%","SOC 3111 - Research Methods","SOC 3638 - Soc of Marriage & Fam","SOC 3560 - Deviant Beh/Soc Control","SOC 3365 - Ethnic Minorities Amer","PSY 3120 - Cognitive Psychology","DAVIS HIGH SCHOOL","SKYLINE HIGH SCHOOL","ALTA HIGH SCHOOL","BENJAMIN CARDOZO HIG","BOUNTIFUL HIGH SCHOO","SALT LAKE COMMUNITY COLLEGE","BERGEN COMMUNITY COLLEGE","BRIGHAM YOUNG UNIVERSITY","CENTRAL WASHINGTON UNIVERSITY","UNIVERSITE PAUL CEZANNE AIX-MARSEILLE III",3140,1,1098,"POLS"
"0","0","0","0","0","0","2","2","27.0","100%","50%","0%","0%","50%","0%","8.0","0.0","72.0","3.83","3.55","0.00","Non Matriculated",NA,NA,NA,NA,NA,NA,NA,NA,NA,"50%","0%","0%","50%","0%","MATH 1210 - Calculus I","SOC 6050 - Classical Soc Theory","SOC 6115 - Sociological Analysis","","","DAVIS HIGH SCHOOL",NA,NA,NA,NA,"0","0","0","0","0",5120,1,1098,"POLS"
"5","0","28","0","0","0","0","33","25.2","52%","85%","79%","52%","97%","0%","12.7","48.2","53.3","2.90","3.50","3.21","Sociology","Psychology","Undeclared","Mass Communication","Pharmacy","Mid East Std:Arabic","SS Behav Science & Health","Human Develop & Family Std","Economics","Political Science","0%","18%","42%","39%","0%","SOC 1015 - Doing Sociology","SOC 3440 - Sociology of Religion","SOC 3112 - Social Statistics","SOC 3741 - Sociology of Migration","SOC 3446 - Political Sociology","SKYLINE HIGH SCHOOL","ALTA HIGH SCHOOL","AMES - ACAD MATH ENG","BINGHAM HIGH SCHOOL","BRIGHTON HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","LDS BUSINESS COLLEGE","UTAH STATE UNIVERSITY","UTAH VALLEY UNIVERSITY",NA,3140,1,1104,"POLS"
"0","0","0","1","0","0","0","1","29.0","100%","100%","100%","0%","100%","0%","9.0","0.0","51.0","3.69","2.87","3.66","History MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0%","0%","0%","0%","100%","POLS 6440 - Nation/Ethnc Conflict","SOC 5965 - Special Topics","","","","JORDAN HIGH SCHOOL",NA,NA,NA,NA,"0","0","0","0","0",5965,1,1104,"POLS"
"8","0","43","0","0","0","0","51","24.5","45%","61%","86%","57%","86%","0%","13.3","50.0","55.8","3.00","3.33","3.10","Sociology","Psychology","Undeclared","Human Develop & Family Std","Anthropology","Political Science","Business","Economics","Biology","Accounting","4%","24%","27%","45%","0%","SOC 3111 - Research Methods","SOC 3112 - Social Statistics","SOC 1015 - Doing Sociology","SOC 3337 - Gender & Sexuality","SOC 3561 - Criminology","JUAN DIEGO CATHOLIC","BRIGHTON HIGH SCHOOL","GRANGER HIGH SCHOOL","ALEXANDER SCHOOL THE","BOUNTIFUL HIGH SCHOO","SALT LAKE COMMUNITY COLLEGE","IDAHO STATE UNIVERSITY","LDS BUSINESS COLLEGE","SNOW COLLEGE","BARSTOW COLLEGE",3140,1,1108,"POLS"
"4","0","7","0","0","0","0","11","29.3","73%","82%","64%","73%","100%","0%","11.4","69.6","37.4","3.24","3.53","3.12","Sociology","Social Work","Psychology",NA,NA,NA,NA,NA,NA,NA,"0%","9%","27%","64%","0%","BIOL 2420 - Human Physiology","CHEM 2310 - Organic Chemistry I","SOC 3020 - Social Psychology","SOC 1015 - Doing Sociology","SOC 3638 - Soc of Marriage & Fam","ALTA HIGH SCHOOL","HUNTER HIGH SCHOOL","SKYLINE HIGH SCHOOL",NA,NA,"SALT LAKE COMMUNITY COLLEGE","BRIGHAM YOUNG UNIVERSITY - IDAHO","UTAH STATE UNIVERSITY","UTAH VALLEY UNIVERSITY","WESTMINSTER COLLEGE OF SALT LAKE CITY",3140,70,1108,"POLS"
"6","0","22","0","0","0","2","30","26.6","53%","67%","87%","43%","83%","0%","13.8","56.8","59.0","2.79","3.26","3.15","Sociology","Psychology","Undeclared","Non Matriculated","Geography","Film and Media Arts","English","Parks Recreat & Tourism","Economics","Human Develop & Family Std","7%","13%","20%","60%","0%","SOC 1015 - Doing Sociology","SOC 3561 - Criminology","SOC 3112 - Social Statistics","SOC 3560 - Deviant Beh/Soc Control","SOC 3365 - Ethnic Minorities Amer","JORDAN HIGH SCHOOL","JUDGE MEMORIAL HIGH","BRIGHTON HIGH SCHOOL","EAST HIGH SCHOOL","HIGHLAND HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH STATE UNIVERSITY","ARAPAHOE COMMUNITY COLLEGE","BERKLEE COLLEGE OF MUSIC","UTAH VALLEY UNIVERSITY",3140,1,1114,"POLS"
"3","0","21","0","0","0","0","24","24.0","54%","42%","88%","46%","71%","0%","13.5","46.8","53.5","3.09","3.28","3.00","Sociology","Political Science","International Studies","Nursing","Psychology","Gender Studies","Mass Communication","Education","Undeclared","Speech Communication","4%","8%","42%","46%","0%","SOC 3112 - Social Statistics","SOC 1015 - Doing Sociology","SOC 1010 - Intro To Sociology","SOC 3041 - Soc of Rock and Roll","SOC 4693 - Teaching Experience","WOODS CROSS HIGH SCH","COTTONWOOD HIGH SCHO","CYPRUS HIGH SCHOOL","EAST HIGH SCHOOL","GRANITE HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY UNIVERSITY","ADAMS STATE COLLEGE","BLINN COLLEGE","BRIGHAM YOUNG UNIVERSITY",3200,1,1114,"POLS"
"9","0","50","0","0","0","0","59","25.3","47%","64%","88%","53%","88%","0%","13.4","53.6","61.2","3.16","3.55","3.20","Sociology","Psychology","Medicine","Undeclared","Economics","Political Science","Exercise & Sport Sci","SS Behav Science & Health","Mass Communication","Law","3%","7%","37%","53%","0%","SOC 3111 - Research Methods","SOC 3562 - Juvenile Delinquency","SOC 3561 - Criminology","SOC 1015 - Doing Sociology","SOC 3112 - Social Statistics","LONE PEAK HIGH SCHOO","ALTA HIGH SCHOOL","AMES - ACAD MATH ENG","COPPER HILLS HIGH SC","COTTONWOOD HIGH SCHO","SALT LAKE COMMUNITY COLLEGE","SNOW COLLEGE","UTAH VALLEY UNIVERSITY","BLINN COLLEGE","COLLEGE OF SOUTHERN IDAHO",3140,1,1118,"POLS"
"0","0","8","0","0","0","0","8","24.6","38%","75%","50%","50%","75%","0%","9.8","37.1","66.5","2.88","3.38","3.35","Sociology","Undeclared",NA,NA,NA,NA,NA,NA,NA,NA,"0%","38%","38%","25%","0%","SOC 1015 - Doing Sociology","SOC 3111 - Research Methods","COMM 2110 - Intro Interpersonal","SOC 1010 - Intro To Sociology","SOC 3769 - Health:Race & Ethnicity","BINGHAM HIGH SCHOOL","SKYLINE HIGH SCHOOL","SPRINGVILLE HIGH SCH",NA,NA,"SALT LAKE COMMUNITY COLLEGE","COLLEGE OF EASTERN UTAH","GRAND RAPIDS COMMUNITY COLLEGE",NA,NA,3140,70,1118,"POLS"
"1","0","8","0","0","0","0","9","29.4","11%","44%","67%","67%","100%","0%","12.6","47.3","55.0","3.18","3.60","3.07","Sociology","International Studies","Psychology","Anthropology","Human Develop & Family Std",NA,NA,NA,NA,NA,"0%","22%","22%","56%","0%","SOC 3140 - Social Theory","SOC 1015 - Doing Sociology","SOC 3111 - Research Methods","POLS 4900 - Internship: Local","ESSF 1008 - Zumba","GRANGER HIGH SCHOOL","PARK CITY HIGH SCHOO",NA,NA,NA,"SALT LAKE COMMUNITY COLLEGE","LDS BUSINESS COLLEGE",NA,NA,NA,3200,1,1118,"POLS"
"1","0","2","0","0","0","0","3","24.0","67%","0%","33%","33%","100%","0%","9.7","35.0","63.0","2.17","3.59","3.34","Business","Political Science","Undeclared",NA,NA,NA,NA,NA,NA,NA,"33%","0%","67%","0%","0%","SOC 3561 - Criminology","SOC 3650 - Population & Society","SOC 3112 - Social Statistics","HONOR 2101 - Honors Core in Int Trad","MATH 1010 - Intrm Algebra","HIGHLAND HIGH SCHOOL","LOGAN HIGH SCHOOL",NA,NA,NA,"SALT LAKE COMMUNITY COLLEGE",NA,NA,NA,NA,5440,1,1118,"POLS"
"4","0","18","0","0","0","0","22","23.2","50%","32%","86%","36%","82%","0%","14.4","51.0","58.4","3.10","3.49","3.25","Sociology","Political Science","Nursing","Undeclared","Psychology","Linguistics","Exercise & Sport Sci","Mass Communication","Law","Medicine","5%","14%","41%","41%","0%","SOC 3041 - Soc of Rock and Roll","SOC 3111 - Research Methods","SOC 3112 - Social Statistics","SOC 3560 - Deviant Beh/Soc Control","PHYS 3110 - Physics of Human Body","HIGHLAND HIGH SCHOOL","BINGHAM HIGH SCHOOL","BOUNTIFUL HIGH SCHOO","COTTONWOOD HIGH SCHO","EAST HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","BRIGHAM YOUNG UNIVERSITY","MT SAN ANTONIO COLLEGE","SNOW COLLEGE","WEBER STATE UNIVERSITY",3200,1,1124,"POLS"
"9","0","61","0","0","0","0","70","24.3","46%","67%","89%","50%","86%","1%","13.7","56.7","53.2","3.11","3.42","3.26","Sociology","Psychology","Undeclared","Mass Communication","Political Science","Business","History","Russian","Health Promotn & Educ","International Studies","1%","19%","43%","37%","0%","SOC 3112 - Social Statistics","SOC 3381 - Inequal thru Music&Film","GNDR 3337 - Gender & Sexuality","SOC 1015 - Doing Sociology","SOC 3111 - Research Methods","BINGHAM HIGH SCHOOL","EAST HIGH SCHOOL","HIGHLAND HIGH SCHOOL","JUDGE MEMORIAL HIGH","OLYMPUS HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","LDS BUSINESS COLLEGE","UTAH VALLEY UNIVERSITY","WEBER STATE UNIVERSITY","BRIGHAM YOUNG UNIVERSITY - IDAHO",3140,1,1128,"POLS"
"5","0","7","0","0","0","0","12","26.3","58%","75%","67%","67%","92%","0%","12.4","61.3","42.6","3.11","3.53","3.29","Psychology","Sociology","Business","Human Develop & Family Std","Political Science","Education",NA,NA,NA,NA,"0%","8%","50%","42%","0%","SOC 3111 - Research Methods","SOC 3381 - Inequal thru Music&Film","SOC 3440 - Sociology of Religion","FCS 3450 - Family Economic Issues","SOC 3567 - Corporations&Corruption","BINGHAM HIGH SCHOOL","COTTONWOOD HIGH SCHO","OLYMPUS HIGH SCHOOL","ROCKY MOUNTAIN HIGH",NA,"SALT LAKE COMMUNITY COLLEGE","OAKLAND COMMUNITY COLLEGE","UNIVERSITY OF WYOMING",NA,NA,3140,70,1128,"POLS"
"0","0","2","0","0","0","0","2","23.0","0%","50%","50%","0%","100%","0%","10.5","17.5","123.5","3.38","3.46","3.25","Univ Studies Soc Behav Sci","Sociology",NA,NA,NA,NA,NA,NA,NA,NA,"0%","0%","0%","100%","0%","COMM 3670 - Princ Of Advertising","MGT 5000 - Entrepreneurship","MKTG 5000 - Marketing Management","ECON 5080 - Marxian Economics","MATH 2210 - Calculus III","COTTONWOOD HIGH SCHO","WATERFORD HIGH SCHOO",NA,NA,NA,"0","0","0","0","0",5120,1,1128,"POLS"
"1","0","8","0","0","0","0","9","23.1","67%","56%","100%","44%","100%","0%","14.6","46.3","73.2","3.09","3.51","3.27","Sociology","Economics","SS Behav Science & Health","Psychology","Social Work","Undeclared",NA,NA,NA,NA,"0%","22%","22%","56%","0%","CMP 4960 - Special Topics","BIOL 2420 - Human Physiology","HSP 5000 - HSP Capstone","COMM 2110 - Intro Interpersonal","HIST 5910 - Special Studies","COTTONWOOD HIGH SCHO","JORDAN HIGH SCHOOL","RONALD E MCNAIR HIGH","SYRACUSE HIGH SCHOOL","WEST HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE",NA,NA,NA,NA,3200,1,1134,"POLS"
"12","0","30","0","0","0","0","42","22.6","50%","67%","86%","38%","88%","2%","12.8","42.2","58.8","3.07","3.53","3.12","Sociology","Psychology","Undeclared","Political Science","Film and Media Arts","Anthropology","History Tchg","Law","Business","Health, Society and Policy","2%","12%","38%","48%","0%","SOC 3112 - Social Statistics","SOC 3563 - Good Cop, Bad Cop","SOC 1015 - Doing Sociology","SOC 3561 - Criminology","SOC 3111 - Research Methods","ALTA HIGH SCHOOL","COPPER HILLS HIGH SC","DAVIS HIGH SCHOOL","HUNTER HIGH SCHOOL","WEST HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","BRIGHAM YOUNG UNIVERSITY","CLACKAMAS COMMUNITY COLLEGE","EL CAMINO COLLEGE","QUINSIGAMOND COMMUNITY COLLEGE",3140,1,1138,"POLS"
"1","0","14","0","0","0","0","15","31.2","47%","67%","60%","60%","100%","0%","11.2","57.7","58.5","2.87","3.47","3.14","Sociology","Health, Society and Policy","Psychology","Economics","Computer Science","Human Develop & Family Std",NA,NA,NA,NA,"0%","13%","27%","60%","0%","SOC 3111 - Research Methods","SOC 3112 - Social Statistics","FCS 3450 - Family Economic Issues","SOC 3561 - Criminology","SOC 3381 - Inequal thru Music&Film","ALTA HIGH SCHOOL","BRIGHTON HIGH SCHOOL","HORIZONTE INSTRUCTIO","RIVERTON HIGH SCHOOL","UINTAH HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","CHABOT COLLEGE",NA,NA,NA,3140,70,1138,"POLS"
"8","0","36","0","0","0","2","46","24.0","20%","74%","83%","30%","87%","2%","13.5","34.2","58.4","3.15","3.49","3.23","Sociology","Psychology","Economics","Communication","Undeclared","Political Science","Mechanical Engg","House Bill","Biomedical Engineering","International Student Exchange","17%","9%","22%","52%","0%","SOC 3565 - Women and Crime","SOC 3593 - Criminology Internship","SOC 3111 - Research Methods","SOC 3140 - Social Theory","SOC 3112 - Social Statistics","ALTA HIGH SCHOOL","COPPER HILLS HIGH SC","OLYMPUS HIGH SCHOOL","TOOELE HIGH SCHOOL","WEST HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","LDS BUSINESS COLLEGE","ORANGE COAST COLLEGE","PARK UNIVERSITY","SNOW COLLEGE",3510,1,1144,"POLS"
